   3.701327032   -.189888477    .997877529   -.193673454   -.203029401   -.201959365
   3.664770607   -.192458796    .996227732   -.193198657   -.202499099   -.201416016
   3.628539051   -.195056309    .995031939   -.192762960   -.202007370   -.200911268
   3.592627485   -.197681029    .994292952   -.192366337   -.201554184   -.200445102
   3.557031019   -.200332962    .994013257   -.192008729   -.201139480   -.200017460
   3.521744753   -.203012103    .994195010   -.191690046   -.200763162   -.199628256
   3.486763773   -.205718441    .994840032   -.191410157   -.200425099   -.199277365
   3.452083150   -.208451955    .995949795   -.191168900   -.200125121   -.198964626
   3.417697936   -.211212614    .997525415   -.190966072   -.199863026   -.198689844
   3.383603167   -.214000378    .999567638   -.190801433   -.199638570   -.198452782
   3.349793856   -.216815196   1.002076837   -.190674704   -.199451472   -.198253169
   3.316264996   -.219657008   1.005052996   -.190585567   -.199301409   -.198090690
   3.283011554   -.222525742   1.008495706   -.190533659   -.199188019   -.197964990
   3.250028473   -.225421313   1.012404153   -.190518578   -.199110898   -.197875675
   3.217310668   -.228343627   1.016777112   -.190539879   -.199069597   -.197822304
   3.184853024   -.231292575   1.021612935   -.190597070   -.199063625   -.197804396
   3.152650396   -.234268037   1.026909547   -.190689617   -.199092446   -.197821424
   3.120697607   -.237269879   1.032664435   -.190816939   -.199155479   -.197872814
   3.088989443   -.240297952   1.038874643   -.190978407   -.199252095   -.197957948
   3.057520655   -.243352094   1.045536762   -.191173345   -.199381619   -.198076160
   3.026285957   -.246432127   1.052646926   -.191401028   -.199543325   -.198226734
   2.995280023   -.249537859   1.060200802   -.191660682   -.199736440   -.198408907
   2.964497483   -.252669079   1.068193589   -.191951480   -.199960140   -.198621864
   2.933932926   -.255825562   1.076620006   -.192272544   -.200213550   -.198864739
   2.903580897   -.259007064   1.085474289   -.192622945   -.200495742   -.199136616
   2.873435893   -.262213322   1.094750188   -.193001699   -.200805734   -.199436522
   2.843492364   -.265444058   1.104440959   -.193407766   -.201142494   -.199763433
   2.813744711   -.268698970   1.114539359   -.193840051   -.201504929   -.200116270
   2.784187284   -.271977738   1.125037645   -.194297404   -.201891895   -.200493896
   2.754814382   -.275280022   1.135927567   -.194778615   -.202302187   -.200895118
   2.725620250   -.278605460   1.147200365   -.195282414   -.202734545   -.201318684
   2.696599081   -.281953665   1.158846765   -.195807474   -.203187647   -.201763286
   2.667745010   -.285324232   1.170856979   -.196352405   -.203660113   -.202227550
   2.639052121   -.288716728   1.183220698   -.196915754   -.204150500   -.202710047
   2.610514439   -.292130698   1.195927090   -.197496005   -.204657304   -.203209279
   2.582125934   -.295565661   1.208964800   -.198091578   -.205178954   -.203723690
   2.553880522   -.299021111   1.222321944   -.198700824   -.205713818   -.204251653
   2.525772060   -.302496513   1.235986107   -.199322028   -.206260194   -.204791480
   2.497794352   -.305991309   1.249944344   -.199953407   -.206816314   -.205341412
   2.469941149   -.309504909   1.264183173   -.200593105   -.207380340   -.205899620
   2.442206148   -.313036698   1.278688572   -.201239194   -.207950363   -.206464205
   2.414582994   -.316586030   1.293445981   -.201889673   -.208524403   -.207033197
   2.387065285   -.320152230   1.308440291   -.202542464   -.209100403   -.207604548
   2.359646574   -.323734594   1.323655848   -.203195412   -.209676231   -.208176136
   2.332320371   -.327332387   1.339076440   -.203846281   -.210249678   -.208745761
   2.305080145   -.330944843   1.354685299   -.204492755   -.210818454   -.209311140
   2.277919336   -.334571168   1.370465090   -.205132431   -.211380185   -.209869912
   2.250831353   -.338210534   1.386397905   -.205762821   -.211932415   -.210419626
   2.223809583   -.341862085   1.402465253   -.206381347   -.212472598   -.210957747
   2.196847401   -.345524933   1.418648055   -.206985342   -.212998101   -.211481648
   2.169938173   -.349198163   1.434926625   -.207572039   -.213506196   -.211988609
   2.143075270   -.352880828   1.451280662   -.208138577   -.213994059   -.212475816
   2.116252077   -.356571955   1.467689230   -.208681994   -.214458769   -.212940355
   2.089462005   -.360270543   1.484130743   -.209199223   -.214897302   -.213379208
   2.062698504   -.363975567   1.500582944   -.209687089   -.215306528   -.213789252
   2.035955080   -.367685978   1.517022879   -.210142307   -.215683208   -.214167256
   2.009225310   -.371400705   1.533426872   -.210561476   -.216023989   -.214509874
   1.982502860   -.375118659   1.549770494   -.210941077   -.216325403   -.214813643
   1.955781510   -.378838739   1.566028527   -.211277467   -.216583857   -.215074979
   1.929055171   -.382559828   1.582174927   -.211566878   -.216795637   -.215290171
   1.902317917   -.386280806   1.598182779   -.211805409   -.216956896   -.215455378
   1.875564008   -.390000548   1.614024250   -.211989025   -.217063652   -.215566626
   1.848787923   -.393717936   1.629670535   -.212113550   -.217111785   -.215619801
   1.821984395   -.397431862   1.645091795   -.212174666   -.217097033   -.215610644
   1.795148448   -.401141236   1.660257093   -.212167904   -.217014984   -.215534750
   1.768275437   -.404844997   1.675134322   -.212088647   -.216861072   -.215387560
   1.741361097   -.408542120   1.689690125   -.211932120   -.216630577   -.215164359
   1.714401586   -.412231628   1.703889807   -.211693387   -.216318616   -.214860270
   1.687393546   -.415912610   1.717697246   -.211367351   -.215920142   -.214470251
   1.660334158   -.419584225   1.731074783   -.210948752   -.215429939   -.213989096
   1.633221208   -.423245727   1.743983120   -.210432160   -.214842623   -.213411425
   1.606053158   -.426896482   1.756381199   -.209811978   -.214152635   -.212731688
   1.578829220   -.430535982   1.768226074   -.209082441   -.213354243   -.211944160
   1.551549443   -.434163876   1.779472780   -.208237615   -.212441541   -.211042945
   1.524214803   -.437779989   1.790074189   -.207271402   -.211408452   -.210021975
   1.496827299   -.441384354   1.799980861   -.206177545   -.210248731   -.208875015
   1.469390064   -.444977241   1.809140887   -.204949629   -.208955965   -.207595666
   1.441907481   -.448559195   1.817499726   -.203581094   -.207523589   -.206177374
   1.414385303   -.452131070   1.825000036   -.202065244   -.205944888   -.204613438
   1.386830800   -.455694080   1.831581503   -.200395261   -.204213014   -.202897025
   1.359252898   -.459249837   1.837180661   -.198564224   -.202321000   -.201021187
   1.331662343   -.462800414   1.841730724   -.196565126   -.200261781   -.198978876
   1.304071875   -.466348396   1.845161405   -.194390905   -.198028221   -.196762978
   1.276496410   -.469896951   1.847398752   -.192034472   -.195613139   -.194366332
   1.248953249   -.473449898   1.848364983   -.189488749   -.193009347   -.191781775
   1.221462290   -.477011788   1.847978341   -.186746712   -.190209691   -.189002180
   1.194046263   -.480587993   1.846152962   -.183801439   -.187207102   -.186020506
   1.166730986   -.484184801   1.842798765   -.180646172   -.183994654   -.182829856
   1.139545635   -.487809524   1.837821375   -.177274383   -.180565627   -.179423543
   1.112523035   -.491470615   1.831122083   -.173679850   -.176913588   -.175795167
   1.085699977   -.495177798   1.822597846   -.169856747   -.173032476   -.171938705
   1.059117552   -.498942209   1.812141351   -.165799742   -.168916706   -.167848607
   1.032821514   -.502776554   1.799641140   -.161504109   -.164561274   -.163519910
