    1.100    0.400    0.877   -0.900   15.000    0.9120    0.7480    3.0000    0.2140    0.6368  1  1
    1.100    0.400    0.877   -0.900   45.000    0.1750    0.1370    2.0000    0.7000    0.3287  1  1
    1.100    0.400    0.877   -0.900   75.000    1.6500    1.2300    3.0000    0.1710    2.4818  1  1
    1.100    0.400    0.877   -0.900  105.000    0.5600    0.3800    3.0000    0.2500    0.9026  1  1
    1.100    0.400    0.877   -0.900  135.000    1.1300    0.8010    3.0000    0.1710    0.4312  1  1
    1.100    0.400    0.877   -0.900  165.000    0.7440    0.4780    3.0000    0.3210    1.1645  1  1
    1.100    0.400    0.877   -0.900  195.000    0.2810    0.2960    1.0000    0.2500    0.2205  1  1
    1.100    0.400    0.877   -0.900  225.000    1.7500    0.8330    7.0000    0.2340    1.8899  1  1
    1.100    0.400    0.877   -0.900  255.000    1.0400    0.8810    2.0000    0.1850    0.8025  1  1
    1.100    0.400    0.877   -0.900  285.000    0.8340    0.7830    2.0000    0.1250    0.2761  1  1
    1.100    0.400    0.877   -0.900  315.000    0.7770    0.5100    4.0000    0.3680    0.9002  1  1
    1.100    0.400    0.877   -0.900  345.000    0.8060    0.8870    6.0000    0.1250    0.4468  1  1
    1.100    0.400    0.877   -0.700   15.000    0.2870    0.1550    5.0000    0.8570    0.7734  1  1
    1.100    0.400    0.877   -0.700   45.000    0.7560    0.5930    3.0000    0.1210    0.3382  1  1
    1.100    0.400    0.877   -0.700   75.000    2.3400    1.5500    4.0000    0.1630    0.9909  1  1
    1.100    0.400    0.877   -0.700  105.000    1.2800    0.6790    5.0000    0.3710    0.1796  1  1
    1.100    0.400    0.877   -0.700  135.000    3.0900    1.4700    8.0000    0.1750    1.0298  1  1
    1.100    0.400    0.877   -0.700  165.000    1.1100    0.5210    6.0000    0.3330    0.1459  1  1
    1.100    0.400    0.877   -0.700  195.000    1.1900    0.6840    4.0000    0.1440    0.0541  1  1
    1.100    0.400    0.877   -0.700  225.000    3.0300    1.2000   12.0000    0.2170    1.5266  1  1
    1.100    0.400    0.877   -0.700  255.000    1.2500    0.8080    3.0000    0.3000    0.5324  1  1
    1.100    0.400    0.877   -0.700  285.000    1.1400    0.9400    3.0000    0.1200    2.0296  1  1
    1.100    0.400    0.877   -0.700  315.000    0.3240    0.2820    2.0000    0.2500    1.8813  1  1
    1.100    0.400    0.877   -0.700  345.000    0.0792    0.0551    3.0000    0.8420    0.2689  1  1
    1.100    0.400    0.877   -0.500   15.000    0.5710    0.3560    6.0000    0.4170    0.7530  1  1
    1.100    0.400    0.877   -0.500   45.000    1.3200    0.8120    4.0000    0.2860    0.5600  1  1
