     1.100     0.400     0.854     0.625   337.500  -0.696E-01   0.917E-01  119.0  131.0   0.135E+01
     1.100     0.400     0.854     0.875    22.500   0.543E-02   0.887E-01  134.0  133.0   0.200E+01
     1.100     0.400     0.854     0.875    67.500   0.193E-01   0.836E-01  152.0  148.0   0.267E+01
     1.100     0.400     0.854     0.875   112.500  -0.425E-01   0.688E-01  215.0  228.0   0.332E+01
     1.100     0.400     0.854     0.875   157.500   0.104E+00   0.587E-01  329.0  285.0   0.358E+01
     1.100     0.400     0.854     0.875   202.500  -0.120E-01   0.590E-01  300.0  305.0   0.358E+01
     1.100     0.400     0.854     0.875   247.500  -0.154E-01   0.668E-01  233.0  238.0   0.332E+01
     1.100     0.400     0.854     0.875   292.500  -0.496E-01   0.849E-01  141.0  151.0   0.267E+01
     1.100     0.400     0.854     0.875   337.500  -0.204E+00   0.928E-01  107.0  142.0   0.200E+01
     1.140     0.400     0.839    -0.875    22.500  -0.112E-01   0.135E+00   57.0   58.0   0.340E+01
     1.140     0.400     0.839    -0.875    67.500  -0.500E-01   0.904E-01  124.0  133.0   0.451E+01
     1.140     0.400     0.839    -0.875   112.500  -0.704E-01   0.144E+00   48.0   53.0   0.475E+01
     1.140     0.400     0.839    -0.875   157.500   0.000E+00   0.000E+00    1.0    3.0   0.397E+01
     1.140     0.400     0.839    -0.875   202.500   0.000E+00   0.000E+00    0.0    0.0   0.397E+01
     1.140     0.400     0.839    -0.875   247.500   0.159E+00   0.146E+00   55.0   44.0   0.475E+01
     1.140     0.400     0.839    -0.875   292.500  -0.899E-01   0.900E-01  122.0  138.0   0.451E+01
     1.140     0.400     0.839    -0.875   337.500  -0.206E+00   0.129E+00   55.0   73.0   0.340E+01
     1.140     0.400     0.839    -0.625    22.500   0.513E-01   0.723E-01  208.0  194.0   0.314E+01
     1.140     0.400     0.839    -0.625    67.500  -0.565E-02   0.516E-01  393.0  396.0   0.590E+01
     1.140     0.400     0.839    -0.625   112.500   0.603E-02   0.386E-01  708.0  702.0   0.654E+01
     1.140     0.400     0.839    -0.625   157.500   0.140E-02   0.719E-01  203.0  203.0   0.469E+01
     1.140     0.400     0.839    -0.625   202.500  -0.939E-01   0.706E-01  198.0  225.0   0.469E+01
     1.140     0.400     0.839    -0.625   247.500  -0.194E-02   0.387E-01  699.0  701.0   0.654E+01
     1.140     0.400     0.839    -0.625   292.500   0.459E-01   0.549E-01  359.0  337.0   0.590E+01
     1.140     0.400     0.839    -0.625   337.500  -0.746E-02   0.696E-01  216.0  218.0   0.314E+01
     1.140     0.400     0.839    -0.375    22.500  -0.361E-01   0.649E-01  243.0  256.0   0.272E+01
     1.140     0.400     0.839    -0.375    67.500   0.629E-01   0.417E-01  630.0  577.0   0.654E+01
     1.140     0.400     0.839    -0.375   112.500   0.371E-01   0.304E-01 1161.0 1104.0   0.759E+01
     1.140     0.400     0.839    -0.375   157.500  -0.175E-01   0.426E-01  570.0  584.0   0.526E+01
     1.140     0.400     0.839    -0.375   202.500  -0.116E+00   0.430E-01  525.0  616.0   0.526E+01
     1.140     0.400     0.839    -0.375   247.500  -0.188E-01   0.307E-01 1095.0 1123.0   0.759E+01
     1.140     0.400     0.839    -0.375   292.500  -0.365E-01   0.425E-01  569.0  599.0   0.654E+01
     1.140     0.400     0.839    -0.375   337.500  -0.107E+00   0.672E-01  217.0  251.0   0.272E+01
     1.140     0.400     0.839    -0.125    22.500   0.113E+00   0.917E-01  135.0  116.0   0.225E+01
     1.140     0.400     0.839    -0.125    67.500   0.543E-01   0.349E-01  896.0  831.0   0.661E+01
     1.140     0.400     0.839    -0.125   112.500   0.186E-01   0.306E-01 1138.0 1109.0   0.806E+01
     1.140     0.400     0.839    -0.125   157.500   0.210E-01   0.375E-01  758.0  737.0   0.576E+01
     1.140     0.400     0.839    -0.125   202.500  -0.964E-02   0.362E-01  798.0  808.0   0.576E+01
     1.140     0.400     0.839    -0.125   247.500  -0.167E-01   0.300E-01 1149.0 1176.0   0.806E+01
     1.140     0.400     0.839    -0.125   292.500   0.272E-01   0.345E-01  898.0  865.0   0.661E+01
     1.140     0.400     0.839    -0.125   337.500  -0.901E-02   0.926E-01  122.0  123.0   0.225E+01
     1.140     0.400     0.839     0.125    22.500   0.196E-02   0.880E-01  135.0  136.0   0.184E+01
     1.140     0.400     0.839     0.125    67.500   0.248E-01   0.309E-01 1125.0 1087.0   0.629E+01
     1.140     0.400     0.839     0.125   112.500   0.767E-01   0.316E-01 1113.0 1001.0   0.810E+01
     1.140     0.400     0.839     0.125   157.500   0.239E-01   0.329E-01  984.0  952.0   0.620E+01
     1.140     0.400     0.839     0.125   202.500  -0.212E-01   0.325E-01  981.0 1010.0   0.620E+01
     1.140     0.400     0.839     0.125   247.500  -0.254E-01   0.316E-01 1036.0 1073.0   0.810E+01
     1.140     0.400     0.839     0.125   292.500  -0.106E-01   0.303E-01 1135.0 1152.0   0.629E+01
     1.140     0.400     0.839     0.125   337.500  -0.335E-01   0.871E-01  136.0  141.0   0.184E+01
     1.140     0.400     0.839     0.375    22.500  -0.810E-02   0.714E-01  203.0  209.0   0.160E+01
     1.140     0.400     0.839     0.375    67.500  -0.174E-01   0.328E-01  969.0  993.0   0.572E+01
     1.140     0.400     0.839     0.375   112.500  -0.413E-01   0.345E-01  860.0  911.0   0.779E+01
     1.140     0.400     0.839     0.375   157.500  -0.118E-01   0.309E-01 1095.0 1114.0   0.661E+01
     1.140     0.400     0.839     0.375   202.500  -0.630E-01   0.310E-01 1044.0 1138.0   0.661E+01
     1.140     0.400     0.839     0.375   247.500  -0.426E-01   0.354E-01  818.0  867.0   0.779E+01
     1.140     0.400     0.839     0.375   292.500  -0.374E-01   0.328E-01  951.0 1001.0   0.572E+01
     1.140     0.400     0.839     0.375   337.500  -0.759E-01   0.677E-01  220.0  240.0   0.160E+01
     1.140     0.400     0.839     0.625    22.500   0.323E-02   0.714E-01  204.0  207.0   0.172E+01
     1.140     0.400     0.839     0.625    67.500   0.122E-01   0.438E-01  553.0  544.0   0.504E+01
     1.140     0.400     0.839     0.625   112.500   0.474E-01   0.380E-01  754.0  706.0   0.717E+01
     1.140     0.400     0.839     0.625   157.500   0.487E-01   0.297E-01 1227.0 1147.0   0.687E+01
     1.140     0.400     0.839     0.625   202.500   0.326E-01   0.301E-01 1186.0 1134.0   0.687E+01
     1.140     0.400     0.839     0.625   247.500  -0.712E-01   0.387E-01  666.0  735.0   0.717E+01
     1.140     0.400     0.839     0.625   292.500  -0.309E-02   0.446E-01  527.0  529.0   0.504E+01
     1.140     0.400     0.839     0.625   337.500  -0.467E-01   0.728E-01  194.0  203.0   0.172E+01
     1.140     0.400     0.839     0.875    22.500  -0.378E-01   0.552E-01  335.0  356.0   0.268E+01
     1.140     0.400     0.839     0.875    67.500   0.554E-02   0.497E-01  424.0  424.0   0.450E+01
     1.140     0.400     0.839     0.875   112.500   0.397E-01   0.401E-01  670.0  636.0   0.611E+01
     1.140     0.400     0.839     0.875   157.500   0.526E-02   0.335E-01  939.0  933.0   0.658E+01
     1.140     0.400     0.839     0.875   202.500   0.836E-02   0.329E-01  974.0  962.0   0.658E+01
     1.140     0.400     0.839     0.875   247.500  -0.214E-01   0.397E-01  659.0  677.0   0.611E+01
     1.140     0.400     0.839     0.875   292.500   0.219E-01   0.533E-01  377.0  363.0   0.450E+01
     1.140     0.400     0.839     0.875   337.500  -0.275E-01   0.587E-01  301.0  310.0   0.268E+01
     1.180     0.400     0.821    -0.875    22.500   0.667E-01   0.504E-01  432.0  394.0   0.712E+01
     1.180     0.400     0.821    -0.875    67.500   0.820E-01   0.378E-01  780.0  697.0   0.899E+01
     1.180     0.400     0.821    -0.875   112.500   0.596E-01   0.709E-01  217.0  202.0   0.886E+01
     1.180     0.400     0.821    -0.875   157.500   0.000E+00   0.000E+00    4.0    5.0   0.682E+01
     1.180     0.400     0.821    -0.875   202.500   0.000E+00   0.000E+00    4.0    8.0   0.682E+01
     1.180     0.400     0.821    -0.875   247.500  -0.397E-01   0.762E-01  177.0  185.0   0.886E+01
     1.180     0.400     0.821    -0.875   292.500  -0.203E-01   0.387E-01  691.0  710.0   0.899E+01
     1.180     0.400     0.821    -0.875   337.500  -0.571E-01   0.509E-01  390.0  422.0   0.712E+01
     1.180     0.400     0.821    -0.625    22.500  -0.384E-01   0.336E-01  904.0  954.0   0.719E+01
     1.180     0.400     0.821    -0.625    67.500   0.187E-01   0.267E-01 1501.0 1464.0   0.122E+02
     1.180     0.400     0.821    -0.625   112.500   0.230E-01   0.245E-01 1773.0 1719.0   0.125E+02
     1.180     0.400     0.821    -0.625   157.500   0.890E-02   0.426E-01  581.0  575.0   0.792E+01
     1.180     0.400     0.821    -0.625   202.500  -0.400E-01   0.412E-01  602.0  635.0   0.792E+01
     1.180     0.400     0.821    -0.625   247.500  -0.255E-01   0.239E-01 1802.0 1865.0   0.125E+02
     1.180     0.400     0.821    -0.625   292.500  -0.357E-02   0.267E-01 1467.0 1473.0   0.122E+02
     1.180     0.400     0.821    -0.625   337.500   0.423E-01   0.336E-01  956.0  901.0   0.719E+01
     1.180     0.400     0.821    -0.375    22.500   0.133E-01   0.328E-01  991.0  974.0   0.664E+01
     1.180     0.400     0.821    -0.375    67.500   0.381E-01   0.249E-01 1741.0 1653.0   0.137E+02
     1.180     0.400     0.821    -0.375   112.500   0.188E-01   0.197E-01 2756.0 2690.0   0.146E+02
     1.180     0.400     0.821    -0.375   157.500   0.172E-01   0.280E-01 1360.0 1333.0   0.877E+01
     1.180     0.400     0.821    -0.375   202.500  -0.162E-02   0.286E-01 1290.0 1288.0   0.877E+01
     1.180     0.400     0.821    -0.375   247.500  -0.409E-01   0.197E-01 2648.0 2797.0   0.146E+02
     1.180     0.400     0.821    -0.375   292.500   0.762E-02   0.251E-01 1683.0 1664.0   0.137E+02
     1.180     0.400     0.821    -0.375   337.500  -0.216E-02   0.320E-01 1021.0 1023.0   0.664E+01
     1.180     0.400     0.821    -0.125    22.500  -0.128E-01   0.357E-01  816.0  833.0   0.576E+01
     1.180     0.400     0.821    -0.125    67.500   0.262E-02   0.226E-01 2056.0 2052.0   0.139E+02
     1.180     0.400     0.821    -0.125   112.500   0.286E-01   0.187E-01 3042.0 2927.0   0.154E+02
     1.180     0.400     0.821    -0.125   157.500   0.126E-01   0.265E-01 1502.0 1479.0   0.942E+01
     1.180     0.400     0.821    -0.125   202.500  -0.248E-01   0.265E-01 1466.0 1514.0   0.942E+01
     1.180     0.400     0.821    -0.125   247.500  -0.372E-01   0.191E-01 2812.0 2958.0   0.154E+02
     1.180     0.400     0.821    -0.125   292.500  -0.252E-01   0.226E-01 2013.0 2081.0   0.139E+02
     1.180     0.400     0.821    -0.125   337.500  -0.487E-01   0.367E-01  754.0  804.0   0.576E+01
     1.180     0.400     0.821     0.125    22.500  -0.577E-01   0.604E-01  275.0  300.0   0.469E+01
     1.180     0.400     0.821     0.125    67.500   0.413E-01   0.204E-01 2597.0 2455.0   0.129E+02
     1.180     0.400     0.821     0.125   112.500   0.290E-01   0.197E-01 2770.0 2666.0   0.151E+02
     1.180     0.400     0.821     0.125   157.500   0.557E-02   0.239E-01 1830.0 1821.0   0.993E+01
     1.180     0.400     0.821     0.125   202.500  -0.233E-01   0.238E-01 1834.0 1889.0   0.993E+01
     1.180     0.400     0.821     0.125   247.500  -0.420E-01   0.199E-01 2593.0 2743.0   0.151E+02
     1.180     0.400     0.821     0.125   292.500  -0.121E-01   0.201E-01 2563.0 2604.0   0.129E+02
     1.180     0.400     0.821     0.125   337.500  -0.652E-01   0.568E-01  313.0  340.0   0.469E+01
     1.180     0.400     0.821     0.375    22.500   0.401E-01   0.499E-01  431.0  415.0   0.362E+01
     1.180     0.400     0.821     0.375    67.500   0.432E-01   0.201E-01 2650.0 2503.0   0.111E+02
     1.180     0.400     0.821     0.375   112.500   0.496E-01   0.217E-01 2290.0 2144.0   0.139E+02
     1.180     0.400     0.821     0.375   157.500  -0.523E-02   0.235E-01 1897.0 1916.0   0.103E+02
     1.180     0.400     0.821     0.375   202.500  -0.151E-01   0.236E-01 1867.0 1901.0   0.103E+02
     1.180     0.400     0.821     0.375   247.500  -0.158E-01   0.222E-01 2103.0 2144.0   0.139E+02
     1.180     0.400     0.821     0.375   292.500   0.106E-03   0.200E-01 2635.0 2628.0   0.111E+02
     1.180     0.400     0.821     0.375   337.500  -0.145E-01   0.490E-01  436.0  437.0   0.362E+01
     1.180     0.400     0.821     0.625    22.500   0.120E+00   0.562E-01  355.0  315.0   0.283E+01
     1.180     0.400     0.821     0.625    67.500   0.516E-01   0.267E-01 1533.0 1438.0   0.880E+01
     1.180     0.400     0.821     0.625   112.500   0.794E-01   0.261E-01 1635.0 1470.0   0.119E+02
     1.180     0.400     0.821     0.625   157.500   0.261E-02   0.213E-01 2305.0 2303.0   0.104E+02
     1.180     0.400     0.821     0.625   202.500   0.503E-03   0.213E-01 2333.0 2325.0   0.104E+02
     1.180     0.400     0.821     0.625   247.500  -0.342E-01   0.262E-01 1494.0 1561.0   0.119E+02
     1.180     0.400     0.821     0.625   292.500  -0.935E-01   0.265E-01 1412.0 1595.0   0.880E+01
     1.180     0.400     0.821     0.625   337.500  -0.681E-01   0.557E-01  332.0  348.0   0.283E+01
     1.180     0.400     0.821     0.875    22.500   0.355E-01   0.452E-01  511.0  517.0   0.319E+01
     1.180     0.400     0.821     0.875    67.500   0.600E-01   0.380E-01  745.0  710.0   0.638E+01
     1.180     0.400     0.821     0.875   112.500   0.439E-01   0.287E-01 1303.0 1245.0   0.894E+01
     1.180     0.400     0.821     0.875   157.500  -0.126E-02   0.239E-01 1840.0 1848.0   0.937E+01
     1.180     0.400     0.821     0.875   202.500  -0.600E-01   0.235E-01 1829.0 1982.0   0.937E+01
     1.180     0.400     0.821     0.875   247.500  -0.657E-01   0.291E-01 1199.0 1293.0   0.894E+01
     1.180     0.400     0.821     0.875   292.500  -0.683E-01   0.391E-01  668.0  709.0   0.638E+01
     1.180     0.400     0.821     0.875   337.500  -0.857E-01   0.458E-01  488.0  517.0   0.319E+01
     1.220     0.400     0.800    -0.875    22.500  -0.845E-02   0.359E-01  809.0  820.0   0.761E+01
     1.220     0.400     0.800    -0.875    67.500  -0.422E-01   0.297E-01 1152.0 1237.0   0.939E+01
     1.220     0.400     0.800    -0.875   112.500  -0.381E-01   0.530E-01  362.0  387.0   0.906E+01
     1.220     0.400     0.800    -0.875   157.500   0.000E+00   0.000E+00    9.0   17.0   0.681E+01
     1.220     0.400     0.800    -0.875   202.500  -0.870E-01   0.242E+00   17.0   19.0   0.681E+01
     1.220     0.400     0.800    -0.875   247.500  -0.765E-01   0.541E-01  344.0  377.0   0.906E+01
     1.220     0.400     0.800    -0.875   292.500  -0.233E-01   0.296E-01 1189.0 1212.0   0.939E+01
     1.220     0.400     0.800    -0.875   337.500   0.436E-01   0.361E-01  831.0  781.0   0.761E+01
     1.220     0.400     0.800    -0.625    22.500  -0.259E-01   0.265E-01 1464.0 1535.0   0.833E+01
     1.220     0.400     0.800    -0.625    67.500   0.604E-01   0.206E-01 2569.0 2392.0   0.134E+02
     1.220     0.400     0.800    -0.625   112.500   0.136E-01   0.207E-01 2460.0 2421.0   0.133E+02
     1.220     0.400     0.800    -0.625   157.500   0.532E-01   0.339E-01  946.0  886.0   0.813E+01
     1.220     0.400     0.800    -0.625   202.500  -0.628E-01   0.342E-01  866.0  937.0   0.813E+01
     1.220     0.400     0.800    -0.625   247.500  -0.252E-01   0.207E-01 2401.0 2479.0   0.133E+02
     1.220     0.400     0.800    -0.625   292.500   0.300E-02   0.212E-01 2368.0 2330.0   0.134E+02
     1.220     0.400     0.800    -0.625   337.500   0.287E-02   0.267E-01 1491.0 1468.0   0.833E+01
     1.220     0.400     0.800    -0.375    22.500  -0.140E-01   0.243E-01 1749.0 1804.0   0.846E+01
     1.220     0.400     0.800    -0.375    67.500   0.355E-01   0.199E-01 2741.0 2617.0   0.158E+02
     1.220     0.400     0.800    -0.375   112.500   0.309E-01   0.165E-01 3888.0 3771.0   0.162E+02
     1.220     0.400     0.800    -0.375   157.500  -0.355E-02   0.236E-01 1867.0 1889.0   0.932E+01
     1.220     0.400     0.800    -0.375   202.500  -0.730E-02   0.239E-01 1833.0 1839.0   0.932E+01
     1.220     0.400     0.800    -0.375   247.500  -0.507E-01   0.165E-01 3725.0 3947.0   0.162E+02
     1.220     0.400     0.800    -0.375   292.500  -0.525E-01   0.197E-01 2631.0 2821.0   0.158E+02
     1.220     0.400     0.800    -0.375   337.500  -0.384E-01   0.249E-01 1654.0 1724.0   0.846E+01
     1.220     0.400     0.800    -0.125    22.500   0.371E-01   0.261E-01 1579.0 1518.0   0.821E+01
     1.220     0.400     0.800    -0.125    67.500  -0.583E-03   0.184E-01 3080.0 3088.0   0.169E+02
     1.220     0.400     0.800    -0.125   112.500   0.149E-01   0.158E-01 4235.0 4156.0   0.178E+02
     1.220     0.400     0.800    -0.125   157.500   0.258E-01   0.223E-01 2147.0 2088.0   0.103E+02
     1.220     0.400     0.800    -0.125   202.500  -0.449E-01   0.219E-01 2137.0 2256.0   0.103E+02
     1.220     0.400     0.800    -0.125   247.500  -0.428E-01   0.157E-01 4199.0 4446.0   0.178E+02
     1.220     0.400     0.800    -0.125   292.500  -0.599E-01   0.187E-01 2877.0 3119.0   0.169E+02
     1.220     0.400     0.800    -0.125   337.500  -0.532E-01   0.259E-01 1508.0 1604.0   0.821E+01
     1.220     0.400     0.800     0.125    22.500   0.336E-01   0.361E-01  823.0  791.0   0.771E+01
     1.220     0.400     0.800     0.125    67.500   0.617E-01   0.170E-01 3819.0 3510.0   0.168E+02
     1.220     0.400     0.800     0.125   112.500   0.304E-01   0.158E-01 4272.0 4104.0   0.182E+02
     1.220     0.400     0.800     0.125   157.500   0.226E-01   0.200E-01 2669.0 2592.0   0.111E+02
     1.220     0.400     0.800     0.125   202.500  -0.348E-01   0.201E-01 2546.0 2666.0   0.111E+02
     1.220     0.400     0.800     0.125   247.500  -0.238E-01   0.157E-01 4184.0 4316.0   0.182E+02
     1.220     0.400     0.800     0.125   292.500  -0.432E-01   0.171E-01 3505.0 3717.0   0.168E+02
     1.220     0.400     0.800     0.125   337.500  -0.854E-01   0.371E-01  723.0  808.0   0.771E+01
     1.220     0.400     0.800     0.375    22.500   0.551E-01   0.413E-01  637.0  597.0   0.716E+01
     1.220     0.400     0.800     0.375    67.500   0.735E-01   0.159E-01 4351.0 3971.0   0.157E+02
     1.220     0.400     0.800     0.375   112.500   0.514E-01   0.170E-01 3772.0 3520.0   0.177E+02
     1.220     0.400     0.800     0.375   157.500   0.301E-01   0.191E-01 2946.0 2834.0   0.119E+02
     1.220     0.400     0.800     0.375   202.500  -0.230E-01   0.191E-01 2816.0 2899.0   0.119E+02
     1.220     0.400     0.800     0.375   247.500  -0.601E-01   0.168E-01 3553.0 3854.0   0.177E+02
     1.220     0.400     0.800     0.375   292.500  -0.497E-01   0.158E-01 4065.0 4310.0   0.157E+02
     1.220     0.400     0.800     0.375   337.500   0.251E-02   0.413E-01  622.0  613.0   0.716E+01
     1.220     0.400     0.800     0.625    22.500   0.510E-01   0.357E-01  851.0  805.0   0.702E+01
     1.220     0.400     0.800     0.625    67.500   0.662E-01   0.193E-01 2982.0 2724.0   0.138E+02
     1.220     0.400     0.800     0.625   112.500   0.761E-01   0.206E-01 2616.0 2384.0   0.162E+02
     1.220     0.400     0.800     0.625   157.500   0.243E-01   0.172E-01 3564.0 3490.0   0.127E+02
     1.220     0.400     0.800     0.625   202.500  -0.268E-01   0.172E-01 3512.0 3599.0   0.127E+02
     1.220     0.400     0.800     0.625   247.500  -0.559E-01   0.203E-01 2457.0 2622.0   0.162E+02
     1.220     0.400     0.800     0.625   292.500  -0.541E-01   0.190E-01 2805.0 3020.0   0.138E+02
     1.220     0.400     0.800     0.625   337.500  -0.622E-01   0.362E-01  774.0  831.0   0.702E+01
     1.220     0.400     0.800     0.875    22.500   0.313E-01   0.291E-01 1251.0 1235.0   0.826E+01
     1.220     0.400     0.800     0.875    67.500   0.564E-01   0.275E-01 1420.0 1359.0   0.117E+02
     1.220     0.400     0.800     0.875   112.500   0.597E-01   0.216E-01 2328.0 2191.0   0.137E+02
     1.220     0.400     0.800     0.875   157.500   0.645E-01   0.180E-01 3348.0 3128.0   0.130E+02
     1.220     0.400     0.800     0.875   202.500  -0.270E-01   0.180E-01 3244.0 3297.0   0.130E+02
     1.220     0.400     0.800     0.875   247.500  -0.877E-01   0.214E-01 2185.0 2413.0   0.137E+02
     1.220     0.400     0.800     0.875   292.500  -0.904E-01   0.280E-01 1280.0 1402.0   0.117E+02
     1.220     0.400     0.800     0.875   337.500  -0.932E-01   0.283E-01 1257.0 1387.0   0.826E+01
     1.260     0.400     0.777    -0.875    22.500  -0.530E-01   0.443E-01  512.0  560.0   0.303E+01
     1.260     0.400     0.777    -0.875    67.500   0.133E+00   0.372E-01  823.0  704.0   0.384E+01
     1.260     0.400     0.777    -0.875   112.500  -0.114E-01   0.617E-01  269.0  281.0   0.386E+01
     1.260     0.400     0.777    -0.875   157.500  -0.226E-01   0.222E+00   21.0   22.0   0.307E+01
     1.260     0.400     0.777    -0.875   202.500  -0.111E-01   0.235E+00   19.0   19.0   0.307E+01
     1.260     0.400     0.777    -0.875   247.500  -0.132E+00   0.623E-01  252.0  294.0   0.386E+01
     1.260     0.400     0.777    -0.875   292.500  -0.351E-01   0.367E-01  772.0  788.0   0.384E+01
     1.260     0.400     0.777    -0.875   337.500  -0.788E-02   0.442E-01  538.0  535.0   0.303E+01
     1.260     0.400     0.777    -0.625    22.500  -0.137E-01   0.326E-01  974.0 1008.0   0.348E+01
     1.260     0.400     0.777    -0.625    67.500  -0.251E-02   0.259E-01 1555.0 1582.0   0.575E+01
     1.260     0.400     0.777    -0.625   112.500   0.401E-01   0.254E-01 1671.0 1603.0   0.595E+01
     1.260     0.400     0.777    -0.625   157.500   0.610E-01   0.386E-01  732.0  681.0   0.396E+01
     1.260     0.400     0.777    -0.625   202.500  -0.325E-01   0.387E-01  688.0  711.0   0.396E+01
     1.260     0.400     0.777    -0.625   247.500  -0.357E-01   0.255E-01 1585.0 1642.0   0.595E+01
