   1   1   1     30.2239      5.0975     -0.1398      0.0356      0.0306
   1   1   2     29.5867      4.5369     -0.1212      0.0412      0.0362
   1   1   3     28.8895      3.6914     -0.1000      0.0383      0.0345
   1   1   4     28.3552      3.8773     -0.0831      0.0430      0.0394
   1   1   5     28.0974      3.4755     -0.0746      0.0384      0.0355
   1   1   6     27.5876      3.2973     -0.0575      0.0394      0.0371
   1   1   7     27.3392      3.5162     -0.0490      0.0400      0.0380
   1   1   8     27.1500      3.3470     -0.0424      0.0430      0.0412
   1   1   9     27.1494      3.1084     -0.0423      0.0540      0.0517
   1   1  10     26.8902      3.3504     -0.0331      0.0412      0.0398
   1   1  11     26.5956      3.1869     -0.0224      0.0400      0.0391
   1   1  12     26.4291      3.3032     -0.0162      0.0398      0.0392
   1   1  13     26.2277      3.3669     -0.0087      0.0403      0.0400
   1   1  14     26.2151      3.2279     -0.0082      0.0390      0.0387
   1   1  15     26.1609      3.1677     -0.0062      0.0408      0.0405
   1   1  16     26.0802      3.0495     -0.0031      0.0414      0.0413
   1   1  17     26.0085      3.2577     -0.0003      0.0424      0.0424
   1   1  18     25.9969      3.3317      0.0001      0.0406      0.0406
   1   1  19     25.9436      3.3743      0.0022      0.0443      0.0444
   1   1  20     25.9941      3.4319      0.0002      0.0401      0.0401
   1   1  21     26.0353      3.3502     -0.0014      0.0415      0.0414
   1   1  22     26.1889      3.5256     -0.0072      0.0418      0.0415
   1   1  23     26.7241      3.7388     -0.0271      0.0415      0.0404
   1   1  24     25.9132      6.5269      0.0033      0.0397      0.0398
   1   2   1     25.9921      4.2055      0.0003      0.0448      0.0448
   1   2   2     24.4462      4.5867      0.0636      0.0447      0.0475
   1   2   3     24.2374      4.8099      0.0727      0.0459      0.0492
   1   2   4     24.3768      4.1626      0.0666      0.0444      0.0474
   1   2   5     23.5929      4.7205      0.1020      0.0479      0.0528
   1   2   6     23.3559      4.8982      0.1132      0.0466      0.0519
   1   2   7     23.6254      4.7361      0.1005      0.0457      0.0503
   1   2   8     23.2326      4.8803      0.1191      0.0693      0.0776
   1   2   9     23.5524      3.9157      0.1039      0.0440      0.0486
   1   2  10     23.1685      4.7345      0.1222      0.0474      0.0532
   1   2  11     23.2317      4.9621      0.1192      0.0490      0.0548
   1   2  12     23.0993      4.5954      0.1256      0.0463      0.0521
   1   2  13     22.6306      4.8491      0.1489      0.0459      0.0527
   1   2  14     22.9851      5.3303      0.1312      0.0411      0.0465
   1   2  15     22.5684      4.7090      0.1521      0.0484      0.0558
   1   2  16     22.7248      4.8101      0.1441      0.0390      0.0446
   1   2  17     22.5800      4.4344      0.1515      0.0508      0.0585
   1   2  18     22.9337      5.3417      0.1337      0.0461      0.0523
   1   2  19     22.5262      4.4650      0.1542      0.0459      0.0530
   1   2  20     21.8646      4.7328      0.1891      0.0454      0.0540
   1   2  21     22.3149      4.8934      0.1651      0.0460      0.0536
   1   2  22     22.2826      4.4932      0.1668      0.0433      0.0505
   1   2  23     22.3992      4.6183      0.1608      0.0450      0.0522
