
  1100.00    -0.17  0.00   0.000  0.000  -0.003 0.000     0.02   0.00

  1120.00    -0.44  0.00   0.000  0.000  -0.008 0.000     0.05   0.00

  1140.00    -0.76  0.00   0.000  0.000  -0.013 0.000     0.10   0.00

  1160.00    -1.12  0.00   0.000  0.000  -0.019 0.000     0.15   0.00

  1180.00    -1.49  0.00   0.000  0.000  -0.026 0.001     0.21   0.00

  1200.00    -1.87  0.00   0.000  0.000  -0.033 0.001     0.27   0.00

  1220.00    -2.26  0.00   0.000  0.000  -0.039 0.002     0.33   0.00

  1240.00    -2.64  0.00   0.000  0.000  -0.046 0.002     0.38   0.00

  1260.00    -3.02  0.00   0.000  0.000  -0.053 0.003     0.43   0.00

  1280.00    -3.38  0.00   0.000  0.000  -0.059 0.004     0.47   0.01

  1300.00    -3.72  0.00   0.000  0.000  -0.065 0.004     0.51   0.01

  1320.00    -4.04  0.00   0.001  0.000  -0.070 0.005     0.55   0.02

  1340.00    -4.33  0.00   0.001  0.000  -0.075 0.006     0.58   0.03

  1360.00    -4.59  0.00   0.002  0.000  -0.080 0.007     0.61   0.05

  1380.00    -4.81  0.00   0.004  0.000  -0.083 0.008     0.64   0.08

  1400.00    -5.00  0.00   0.007  0.000  -0.086 0.009     0.68   0.13

  1420.00    -5.14  0.00   0.011  0.000  -0.089 0.011     0.72   0.18

  1440.00    -5.23  0.00   0.016  0.000  -0.090 0.012     0.77   0.25

  1460.00    -5.28  0.00   0.024  0.000  -0.090 0.014     0.83   0.34

  1480.00    -5.27  0.00   0.034  0.000  -0.090 0.017     0.90   0.45
 1500.00    -5.20  0.00   0.047  0.000  -0.088 0.020     1.00   0.59
  
  1520.00    -5.07  0.00   0.064  0.000  -0.085 0.024     1.12   0.76
  
  1540.00    -4.89  0.00   0.086  0.000  -0.081 0.029     1.28   0.95
  
  1560.00    -4.65  0.00   0.113  0.000  -0.076 0.035     1.48   1.18
  
  1580.00    -4.37  0.00   0.147  0.000  -0.070 0.044     1.72   1.45
  
  1600.00    -4.06  0.00   0.188  0.000  -0.064 0.054     2.01   1.75
  
  1620.00    -3.75  0.00   0.236  0.000  -0.057 0.067     2.36   2.09
  
  1640.00    -3.48  0.00   0.292  0.000  -0.051 0.082     2.76   2.45
  
  1660.00    -3.31  0.00   0.352  0.000  -0.046 0.100     3.20   2.81
  
  1680.00    -3.31  0.00   0.416  0.000  -0.044 0.120     3.67   3.17
  
  1700.00    -3.57  0.00   0.480  0.000  -0.045 0.142     4.13   3.48
  
  1720.00    -4.16  0.00   0.539  0.000  -0.049 0.164     4.56   3.74
  
  1740.00    -5.11  0.00   0.591  0.000  -0.057 0.185     4.92   3.93
  
  1760.00    -6.42  0.00   0.633  0.000  -0.067 0.205     5.21   4.03
  
  1780.00    -8.00  0.00   0.663  0.000  -0.080 0.221     5.40   4.05
  
  1800.00    -9.73  0.00   0.683  0.000  -0.094 0.235     5.50   4.01
  
  1820.00   -11.45  0.00   0.694  0.000  -0.108 0.245     5.53   3.91
  
  1840.00   -13.04  0.00   0.698  0.000  -0.121 0.253     5.49   3.78
  
  1860.00   -14.43  0.00   0.697  0.000  -0.133 0.259     5.40   3.64
  
  1880.00   -15.58  0.00   0.693  0.000  -0.143 0.263     5.29   3.49
  
  1900.00   -16.51  0.00   0.687  0.000  -0.152 0.266     5.16   3.34
  
  1920.00   -17.23  0.00   0.682  0.000  -0.160 0.267     5.01   3.20
  
  1940.00   -17.78  0.00   0.677  0.000  -0.165 0.269     4.87   3.07

  1960.00   -18.18  0.00   0.674  0.000  -0.169 0.270     4.73   2.95
  
  1980.00   -18.47  0.00   0.673  0.000  -0.172 0.272     4.60   2.85
  
  2000.00   -18.67  0.00   0.674  0.000  -0.173 0.273     4.48   2.77
  
  2020.00   -18.80  0.00   0.678  0.000  -0.173 0.275     4.37   2.69
  
  2040.00   -18.88  0.00   0.684  0.000  -0.172 0.278     4.28   2.63
  
  2060.00   -18.92  0.00   0.692  0.000  -0.170 0.281     4.20   2.58
  
  2080.00   -18.94  0.00   0.702  0.000  -0.168 0.285     4.13   2.55
  
  2100.00   -18.95  0.00   0.714  0.000  -0.164 0.289     4.07   2.51
                     
