  1100.00        0.087 0.008     
  1120.00        0.114 0.013     
  1140.00        0.132 0.018     
  1160.00        0.145 0.021     
  1180.00        0.155 0.025     
  1200.00        0.163 0.027     
  1220.00        0.170 0.030     
  1240.00        0.177 0.032     
  1260.00        0.18 0.0     
  1280.00        0.16 0.0     
  1300.00        0.14 0.0     
  1320.00       0.12 0.0     
  1340.00       0.1 0.0    
