
  1100.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00

  1120.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00

  1140.00     0.01  0.00   0.000  0.000   0.000 0.000     0.00   0.00

  1160.00     0.02  0.00   0.000  0.000   0.000 0.000     0.00   0.00

  1180.00     0.04  0.00   0.000  0.000   0.001 0.000     0.00   0.00

  1200.00     0.06  0.00   0.000  0.000   0.001 0.000     0.00   0.00

  1220.00     0.11  0.00   0.000  0.000   0.002 0.000     0.00   0.00

  1240.00     0.18  0.00   0.000  0.000   0.003 0.000     0.01   0.01

  1260.00     0.28  0.00   0.000  0.000   0.005 0.000     0.02   0.02

  1280.00     0.40  0.00   0.000  0.000   0.007 0.000     0.03   0.02

  1300.00     0.57  0.00   0.001  0.000   0.010 0.000     0.05   0.03

  1320.00     0.77  0.00   0.001  0.000   0.013 0.000     0.07   0.04

  1340.00     1.03  0.00   0.001  0.000   0.018 0.001     0.10   0.05

  1360.00     1.36  0.00   0.002  0.000   0.024 0.001     0.14   0.07

  1380.00     1.76  0.00   0.003  0.000   0.031 0.002     0.20   0.09

  1400.00     2.25  0.00   0.005  0.000   0.039 0.003     0.29   0.12

  1420.00     2.85  0.00   0.007  0.000   0.049 0.004     0.42   0.17

  1440.00     3.58  0.00   0.010  0.000   0.062 0.006     0.59   0.23

  1460.00     4.48  0.00   0.014  0.000   0.077 0.010     0.84   0.31

  1480.00     5.59  0.00   0.021  0.000   0.096 0.015     1.18   0.42

  1500.00     6.97  0.00   0.031  0.000   0.119 0.022     1.68   0.58

  1520.00     8.70  0.00   0.045  0.000   0.146 0.034     2.39   0.80

  1540.00    10.92  0.00   0.068  0.000   0.180 0.052     3.44   1.12

  1560.00    13.82  0.00   0.102  0.000   0.220 0.080     5.02   1.59

  1580.00    17.72  0.00   0.156  0.000   0.266 0.126     7.43   2.31

  1600.00    23.16  0.00   0.243  0.000   0.315 0.200    11.16   3.40

  1620.00    31.08  0.00   0.380  0.000   0.348 0.316    16.76   5.03

  1640.00    43.24  0.00   0.572  0.000   0.327 0.480    24.18   7.20

  1660.00    63.16  0.00   0.767  0.000   0.194 0.643    30.82   9.19

  1680.00    94.01  0.00   0.844  0.000  -0.028 0.696    31.78   9.63

  1700.00   121.25  0.00   0.770  0.000  -0.213 0.611    26.62   8.39

  1720.00   137.08  0.00   0.649  0.000  -0.296 0.479    19.94   6.76

  1740.00   146.66  0.00   0.559  0.000  -0.305 0.369    14.70   5.58

  1760.00   152.84  0.00   0.520  0.000  -0.281 0.298    11.38   4.96

  1780.00   156.68  0.00   0.517  0.000  -0.253 0.261     9.58   4.73

  1800.00   158.69  0.00   0.524  0.000  -0.234 0.246     8.66   4.61

  1820.00   159.58  0.00   0.516  0.000  -0.227 0.237     8.01   4.36

  1840.00   160.19  0.00   0.488  0.000  -0.228 0.224     7.30   3.97

  1860.00   160.98  0.00   0.450  0.000  -0.229 0.208     6.51   3.52

  1880.00   161.97  0.00   0.411  0.000  -0.226 0.190     5.73   3.11

  1900.00   163.06  0.00   0.379  0.000  -0.220 0.173     5.03   2.76

  1920.00   164.16  0.00   0.353  0.000  -0.211 0.158     4.44   2.48

  1940.00   165.23  0.00   0.335  0.000  -0.201 0.145     3.95   2.27

  1960.00   166.24  0.00   0.323  0.000  -0.190 0.135     3.55   2.12

  1980.00   167.18  0.00   0.316  0.000  -0.179 0.127     3.23   2.01

  2000.00   168.05  0.00   0.314  0.000  -0.168 0.121     2.99   1.93

  2020.00   168.85  0.00   0.316  0.000  -0.157 0.118     2.80   1.89

  2040.00   169.57  0.00   0.322  0.000  -0.147 0.115     2.67   1.86

  2060.00   170.23  0.00   0.331  0.000  -0.137 0.115     2.57   1.86

  2080.00   170.80  0.00   0.343  0.000  -0.128 0.115     2.51   1.87

  2100.00   171.30  0.00   0.358  0.000  -0.120 0.118     2.48   1.89


