
  1100.00      12.534     0.571     8.377     2.607    21.729

  1120.00      18.746     2.232    11.177     6.791    59.818

  1140.00      25.476     6.045    13.478    13.348   127.736

  1160.00      32.256    13.919    15.504    23.341   245.520

  1180.00      35.631    28.109    17.348    38.270   428.493

  1200.00      27.840    45.852    19.060    58.736   618.273

  1220.00       8.095    53.841    20.669    81.450   652.590

  1240.00      -9.023    47.396    22.193   100.779   522.170

  1260.00     -16.875    36.562    23.644   114.776   369.216

  1280.00     -18.889    27.365    25.032   124.617   254.788

  1300.00     -18.401    20.590    26.363   131.787   177.464

  1320.00     -16.986    15.676    27.642   137.297   125.373

  1340.00     -15.281    12.043    28.873   141.758    89.442

  1360.00     -13.525     9.284    30.059   145.532    63.968

  1380.00     -11.804     7.142    31.203   148.824    45.472

  1400.00     -10.142     5.458    32.308   151.713    31.828

  1420.00      -8.546     4.137    33.374   154.166    21.712

  1440.00      -7.022     3.123    34.405   156.024    14.273

  1460.00      -5.585     2.376    35.401   156.953     8.929

  1480.00      -4.254     1.865    36.365   156.324     5.243

  1500.00      -3.051     1.557    37.297   152.960     2.859

  1520.00      -1.997     1.415    38.200   144.683     1.463

  1540.00      -1.106     1.397    39.073   128.370     0.776

  1560.00      -0.380     1.459    39.919   104.606     0.557

  1580.00       0.187     1.561    40.739    83.162     0.606

  1600.00       0.613     1.669    41.533    69.824     0.777

  1620.00       0.921     1.758    42.302    62.356     0.969

  1640.00       1.135     1.814    43.048    57.962     1.127

  1660.00       1.279     1.830    43.771    55.041     1.229

  1680.00       1.374     1.807    44.472    52.753     1.271

  1700.00       1.433     1.749    45.152    50.663     1.263

  1720.00       1.469     1.663    45.812    48.543     1.218

  1740.00       1.488     1.556    46.453    46.278     1.147

  1760.00       1.494     1.433    47.074    43.819     1.061

  1780.00       1.488     1.300    47.677    41.138     0.967

  1800.00       1.472     1.159    48.263    38.207     0.870

  1820.00       1.446     1.012    48.832    34.979     0.773

  1840.00       1.411     0.861    49.384    31.371     0.678

  1860.00       1.369     0.706    49.921    27.269     0.589

  1880.00       1.320     0.547    50.443    22.522     0.507

  1900.00       1.268     0.387    50.950    16.973     0.437

  1920.00       1.214     0.225    51.442    10.508     0.379

  1940.00       1.161     0.064    51.921     3.144     0.336

  1960.00       1.113    -0.095    52.387    -4.869     0.310

  1980.00       1.070    -0.248    52.840   -13.022     0.300

  2000.00       1.037    -0.391    53.281   -20.654     0.306

  2020.00       1.015    -0.521    53.710   -27.170     0.324

  2040.00       1.004    -0.632    54.127   -32.197     0.351

  2060.00       1.007    -0.720    54.533   -35.585     0.382

  2080.00       1.023    -0.779    54.928   -37.311     0.412

  2100.00       1.052    -0.804    55.313   -37.380     0.437

~
