
  1100.00     1.93  0.00   0.000  0.000   0.034 0.001     1.95   0.00

  1120.00     5.68  0.00   0.000  0.000   0.099 0.010     8.42   0.00

  1140.00    11.64  0.00   0.000  0.000   0.198 0.041    22.70   0.00

  1160.00    20.76  0.00   0.000  0.000   0.331 0.126    50.84   0.00

  1180.00    34.53  0.00   0.000  0.000   0.467 0.321   100.59   0.00

  1200.00    54.06  0.00   0.000  0.000   0.475 0.655   165.52   0.00

  1220.00    77.07  0.00   0.000  0.000   0.218 0.950   199.18   0.01

  1240.00    97.71  0.00   0.003  0.000  -0.133 0.981   174.65   0.12

  1260.00   112.92  0.00   0.004  0.000  -0.358 0.848   130.23   0.15

  1280.00   123.54  0.00   0.004  0.000  -0.460 0.694    93.36   0.13

  1300.00   131.17  0.00   0.003  0.000  -0.495 0.567    67.44   0.10

  1320.00   136.92  0.00   0.002  0.000  -0.498 0.467    49.61   0.06

  1340.00   141.50  0.00   0.001  0.000  -0.487 0.388    37.12   0.03

  1360.00   145.32  0.00   0.000  0.000  -0.468 0.324    28.13   0.00

  1380.00   148.63  0.00   0.000  0.000  -0.444 0.271    21.48   0.00

  1400.00   151.60  0.00   0.002  0.000  -0.418 0.227    16.47   0.04

  1420.00   154.33  0.00   0.007  0.000  -0.389 0.189    12.65   0.11

  1440.00   156.88  0.00   0.015  0.000  -0.358 0.157     9.72   0.24

  1460.00   159.30  0.00   0.029  0.000  -0.326 0.130     7.51   0.42

  1480.00   161.62  0.00   0.049  0.000  -0.292 0.109     5.87   0.66

  1500.00   163.83  0.00   0.075  0.000  -0.257 0.094     4.71   0.94
  
  1520.00   165.94  0.00   0.108  0.000  -0.223 0.084     3.93   1.28
  
  1540.00   167.93  0.00   0.148  0.000  -0.189 0.079     3.49   1.64
  
  1560.00   169.77  0.00   0.194  0.000  -0.157 0.079     3.31   2.02
  
  1580.00   171.44  0.00   0.243  0.000  -0.128 0.084     3.32   2.40
  
  1600.00   172.90  0.00   0.295  0.000  -0.103 0.093     3.47   2.75
  
  1620.00   174.11  0.00   0.345  0.000  -0.083 0.104     3.67   3.05
  
  1640.00   175.07  0.00   0.391  0.000  -0.067 0.116     3.88   3.28
  
  1660.00   175.79  0.00   0.430  0.000  -0.055 0.127     4.05   3.44
  
  1680.00   176.33  0.00   0.461  0.000  -0.047 0.136     4.14   3.51
  
  1700.00   176.78  0.00   0.484  0.000  -0.040 0.143     4.16   3.51
  
  1720.00   177.22  0.00   0.499  0.000  -0.034 0.148     4.11   3.47
  
  1740.00   177.71  0.00   0.510  0.000  -0.028 0.151     4.01   3.39
  
  1760.00   178.29  0.00   0.518  0.000  -0.021 0.153     3.91   3.30
  
  1780.00   178.97  0.00   0.526  0.000  -0.012 0.156     3.81   3.21
  
  1800.00   179.72  0.00   0.534  0.000  -0.003 0.159     3.73   3.13
  
  1820.00   180.52  0.00   0.545  0.000   0.006 0.163     3.67   3.07
  
  1840.00   181.35  0.00   0.559  0.000   0.016 0.168     3.65   3.03
  
  1860.00   182.18  0.00   0.574  0.000   0.025 0.175     3.65   3.00
  
  1880.00   182.99  0.00   0.592  0.000   0.033 0.182     3.67   2.98
  
  1900.00   183.76  0.00   0.612  0.000   0.041 0.191     3.71   2.97
  
  1920.00   184.49  0.00   0.632  0.000   0.047 0.200     3.76   2.96

  1940.00   185.17  0.00   0.653  0.000   0.053 0.210     3.81   2.96
  
  1960.00   185.80  0.00   0.675  0.000   0.057 0.221     3.87   2.96
  
  1980.00   186.37  0.00   0.697  0.000   0.061 0.232     3.92   2.95
  
  2000.00   186.87  0.00   0.719  0.000   0.063 0.242     3.98   2.95
  
  2020.00   187.32  0.00   0.740  0.000   0.064 0.253     4.02   2.94
  
  2040.00   187.70  0.00   0.760  0.000   0.065 0.264     4.07   2.93
  
  2060.00   188.03  0.00   0.780  0.000   0.065 0.275     4.11   2.92
  
  2080.00   188.29  0.00   0.799  0.000   0.064 0.285     4.14   2.90
  
  2100.00   188.50  0.00   0.818  0.000   0.062 0.296     4.17   2.88
 
