  1100.00     -0.007 0.000    
  1120.00     -0.014 0.000    
  1140.00     -0.017 0.000    
  1160.00     -0.017 0.000    
  1180.00     -0.010 0.000    
  1200.00       0.002 0.000    
  1220.00       0.023 0.00    
  1240.00       0.052 0.00   
  1260.00      0.12 0.0   
  1280.00       0.18 0.0   
  1300.00      0.46 0.0    
  1320.00      0.76 0.0    
  1340.00      1.23 0.0   

