   1   1   1    0.0356    0.0356    6.2360   -2.7500
   1   1   2    0.0412    0.0412    6.2010   -3.0450
   1   1   3    0.0383    0.0383    6.4170   -3.2760
   1   1   4    0.0430    0.0430    6.1300   -3.5450
   1   1   5    0.0384    0.0384    5.8240   -3.1300
   1   1   6    0.0394    0.0394    6.0630   -3.3120
   1   1   7    0.0400    0.0400    5.9200   -3.4930
   1   1   8    0.0430    0.0430    5.4870   -3.2980
   1   1   9    0.0540    0.0540    6.4710   -7.5370
   1   1  10    0.0412    0.0412    6.0740   -3.6420
   1   1  11    0.0400    0.0400    6.2460   -3.6100
   1   1  12    0.0398    0.0398    6.3120   -3.5670
   1   1  13    0.0403    0.0403    6.3730   -2.8720
   1   1  14    0.0390    0.0390    6.0750   -3.1300
   1   1  15    0.0408    0.0408    6.1010   -2.7840
   1   1  16    0.0414    0.0414    6.2120   -2.9930
   1   1  17    0.0424    0.0424    6.1410   -3.3290
   1   1  18    0.0406    0.0406    6.4790   -3.2840
   1   1  19    0.0443    0.0443    6.2760   -3.4430
   1   1  20    0.0401    0.0401    6.1480   -3.1930
   1   1  21    0.0415    0.0415    6.3040   -2.9380
   1   1  22    0.0418    0.0418    6.5260   -2.8720
   1   1  23    0.0415    0.0415   15.1010  -11.4290
   1   1  24    0.0397    0.0397    6.3170   -2.4190
   1   2   1    0.0448    0.0448    6.1040   -3.6830
   1   2   2    0.0447    0.0447    6.0870   -3.0540
   1   2   3    0.0459    0.0459    6.1550   -2.9470
   1   2   4    0.0444    0.0444    6.1290   -2.9280
   1   2   5    0.0479    0.0479    5.8570   -2.2670
   1   2   6    0.0466    0.0466    5.8270   -2.6250
   1   2   7    0.0457    0.0457    6.2270   -2.4110
   1   2   8    0.0693    0.0693    5.5050   -3.9900
   1   2   9    0.0440    0.0440    6.2270   -3.0330
   1   2  10    0.0474    0.0474    6.3030   -2.6780
   1   2  11    0.0490    0.0490    6.2350   -3.0080
   1   2  12    0.0463    0.0463    6.2490   -2.8350
   1   2  13    0.0459    0.0459    6.2580   -2.9860
   1   2  14    0.0411    0.0411    6.2640   -3.0720
   1   2  15    0.0484    0.0484    6.1820   -3.4330
   1   2  16    0.0390    0.0390    6.3890   -3.3700
   1   2  17    0.0508    0.0508    5.9380   -3.0770
   1   2  18    0.0461    0.0461    6.1100   -3.0590
   1   2  19    0.0459    0.0459    6.1370   -3.3140
   1   2  20    0.0454    0.0454    6.3610   -3.0810
   1   2  21    0.0460    0.0460    6.7110   -2.6940
   1   2  22    0.0433    0.0433    6.6310   -2.7480
   1   2  23    0.0450    0.0450    6.6570   -2.6590
   1   2  24    0.0460    0.0460    6.7200   -2.9740
   1   2  25    0.0447    0.0447    6.6060   -3.2770
   1   2  26    0.0440    0.0440    7.0290   -3.0790
   1   2  27    0.0448    0.0448    7.0720   -3.3300
   1   2  28    0.0442    0.0442    6.9890   -2.9130
   1   2  29    0.0430    0.0430   22.5280  -18.7440
   1   2  30    0.0504    0.0504    7.4870   -2.5840
   1   2  31    0.0421    0.0421    7.2480   -2.9530
   1   2  32    0.0484    0.0484    7.1170   -2.6660
   1   2  33    0.0450    0.0450   20.9500  -16.8580
   1   2  34    0.0464    0.0464    6.7440   -3.0680
   1   2  35    0.0485    0.0485    6.2860   -3.2600
   1   2  36    0.0464    0.0464    6.5350   -3.2140
   1   2  37    0.0481    0.0481    6.9610   -3.1170
   1   2  38    0.0479    0.0479    6.9830   -2.9750
   1   2  39    0.0471    0.0471   26.2980  -22.1080
   1   2  40    0.0450    0.0450    6.9250   -3.1190
   1   3   1    0.0430    0.0430    5.8730   -3.4790
   1   3   2    0.0375    0.0375    6.2760   -3.3380
   1   3   3    0.0400    0.0400    6.3690   -3.4370
   1   3   4    0.0380    0.0380    6.1750   -3.3740
   1   3   5    0.0383    0.0383    6.0800   -3.5070
